,Member_number,Date,itemDescription,TransactionID
26882,2399,2014-08-01,Chocolate,2399_2014-08-01
26883,4873,2014-03-22,Newspapers,4873_2014-03-22
26884,2215,2014-09-12,Newspapers,2215_2014-09-12
26885,3182,2014-09-28,Bottled Beer,3182_2014-09-28
26886,4814,2014-08-26,Long Life Bakery Product,4814_2014-08-26
26887,2132,2014-01-30,Candy,2132_2014-01-30
26888,4804,2014-09-17,Abrasive Cleaner,4804_2014-09-17
26889,1252,2014-08-28,Other Vegetables,1252_2014-08-28
26890,4058,2014-12-18,Butter Milk,4058_2014-12-18
26891,3389,2014-12-07,Butter Milk,3389_2014-12-07
26892,4645,2014-12-04,Soda,4645_2014-12-04
26893,1722,2014-08-28,Whole Milk,1722_2014-08-28
26894,1021,2014-05-30,Butter,1021_2014-05-30
26895,1657,2014-05-12,Whole Milk,1657_2014-05-12
26896,2107,2014-01-08,Coffee,2107_2014-01-08
26897,2183,2014-06-07,Vinegar,2183_2014-06-07
26898,2094,2014-05-07,Shopping Bags,2094_2014-05-07
26899,1477,2014-11-21,Frozen Vegetables,1477_2014-11-21
26900,4211,2014-09-16,Pastry,4211_2014-09-16
26901,4046,2014-11-26,Salty Snack,4046_2014-11-26
26902,4836,2014-05-28,Curd,4836_2014-05-28
26903,3773,2014-03-17,Baking Powder,3773_2014-03-17
26904,1774,2014-11-26,White Bread,1774_2014-11-26
26905,2158,2014-06-23,Newspapers,2158_2014-06-23
26906,2154,2014-05-31,Pastry,2154_2014-05-31
26907,1991,2014-05-13,Newspapers,1991_2014-05-13
26908,3502,2014-09-09,Artif. Sweetener,3502_2014-09-09
26909,3465,2014-02-19,Yogurt,3465_2014-02-19
26910,1235,2014-06-25,Curd,1235_2014-06-25
26911,2978,2014-08-27,Pot Plants,2978_2014-08-27
26912,1809,2014-01-02,Hard Cheese,1809_2014-01-02
26913,3359,2014-07-25,Misc. Beverages,3359_2014-07-25
26914,4877,2014-08-27,Shopping Bags,4877_2014-08-27
26915,3956,2014-05-20,Chocolate,3956_2014-05-20
26916,3716,2014-05-13,Chewing Gum,3716_2014-05-13
26917,2408,2014-11-10,Brown Bread,2408_2014-11-10
26918,3549,2014-06-10,Other Vegetables,3549_2014-06-10
26919,1863,2014-11-24,Rice,1863_2014-11-24
26920,4956,2014-03-04,Whole Milk,4956_2014-03-04
26921,2771,2014-06-25,Rolls/Buns,2771_2014-06-25
26922,2507,2014-05-15,Pastry,2507_2014-05-15
26923,2193,2014-11-26,Chocolate,2193_2014-11-26
26924,1504,2014-12-29,Curd,1504_2014-12-29
26925,1393,2014-06-25,Dessert,1393_2014-06-25
26927,1911,2014-03-10,Pastry,1911_2014-03-10
26928,1627,2014-08-11,Hygiene Articles,1627_2014-08-11
26929,3387,2014-05-09,Sliced Cheese,3387_2014-05-09
26930,1931,2014-12-08,Soft Cheese,1931_2014-12-08
26931,4316,2014-02-28,Shopping Bags,4316_2014-02-28
26932,3872,2014-04-04,Condensed Milk,3872_2014-04-04
26933,1492,2014-05-02,Rolls/Buns,1492_2014-05-02
26934,2898,2014-07-23,Pasta,2898_2014-07-23
26935,3832,2014-01-12,Shopping Bags,3832_2014-01-12
26936,3887,2014-09-24,Shopping Bags,3887_2014-09-24
26937,1823,2014-04-16,Rolls/Buns,1823_2014-04-16
26938,1418,2014-12-02,Pastry,1418_2014-12-02
26939,3931,2014-10-09,Coffee,3931_2014-10-09
26940,2059,2014-03-15,Curd,2059_2014-03-15
26941,1004,2014-02-04,Whole Milk,1004_2014-02-04
26942,1507,2014-04-04,Baking Powder,1507_2014-04-04
26943,3185,2014-03-04,Specialty Bar,3185_2014-03-04
26944,3369,2014-07-18,Yogurt,3369_2014-07-18
26945,3407,2014-09-01,Cream Cheese ,3407_2014-09-01
26946,1610,2014-12-23,Pastry,1610_2014-12-23
26947,2291,2014-03-26,Domestic Eggs,2291_2014-03-26
26948,4868,2014-04-04,Butter Milk,4868_2014-04-04
26949,1051,2014-09-17,Coffee,1051_2014-09-17
26950,1785,2014-02-23,Organic Sausage,1785_2014-02-23
26951,4097,2014-10-03,Soda,4097_2014-10-03
26952,1207,2014-12-09,Yogurt,1207_2014-12-09
26953,4002,2014-01-13,Flour,4002_2014-01-13
26954,4266,2014-09-02,Roll Products ,4266_2014-09-02
26955,2873,2014-01-28,Citrus Fruit,2873_2014-01-28
26957,1218,2014-05-28,Cling Film/Bags,1218_2014-05-28
26958,4956,2014-07-05,Salt,4956_2014-07-05
26959,2688,2014-01-23,Brown Bread,2688_2014-01-23
26960,1082,2014-05-13,Margarine,1082_2014-05-13
26961,3844,2014-11-13,Pickled Vegetables,3844_2014-11-13
26962,4314,2014-10-05,Oil,4314_2014-10-05
26963,4404,2014-03-13,Brown Bread,4404_2014-03-13
26964,4388,2014-02-18,Uht-Milk,4388_2014-02-18
26965,2547,2014-03-09,Rolls/Buns,2547_2014-03-09
26966,2157,2014-06-02,Chocolate Marshmallow,2157_2014-06-02
26967,1118,2014-11-07,Processed Cheese,1118_2014-11-07
26968,3941,2014-11-10,Curd,3941_2014-11-10
26969,1799,2014-12-16,Condensed Milk,1799_2014-12-16
26970,2869,2014-08-02,Bottled Beer,2869_2014-08-02
26971,3161,2014-10-09,Coffee,3161_2014-10-09
26972,3008,2014-04-15,Pip Fruit,3008_2014-04-15
26973,1619,2014-07-20,Napkins,1619_2014-07-20
26974,1970,2014-06-05,Whole Milk,1970_2014-06-05
26975,2860,2014-01-11,Yogurt,2860_2014-01-11
26976,3456,2014-12-24,Margarine,3456_2014-12-24
26977,4394,2014-07-18,Cream Cheese ,4394_2014-07-18
26978,1027,2014-05-14,Salt,1027_2014-05-14
26979,3466,2014-05-31,Rolls/Buns,3466_2014-05-31
26980,2810,2014-02-08,Frozen Meals,2810_2014-02-08
26981,1023,2014-12-30,Whipped/Sour Cream,1023_2014-12-30
26982,3045,2014-01-29,Other Vegetables,3045_2014-01-29
26983,4200,2014-06-23,Salty Snack,4200_2014-06-23
26984,4280,2014-09-06,Butter Milk,4280_2014-09-06
26985,4257,2014-02-03,Yogurt,4257_2014-02-03
26986,3720,2014-03-22,Beverages,3720_2014-03-22
26987,3927,2014-09-26,Sugar,3927_2014-09-26
26988,1269,2014-10-07,Frozen Meals,1269_2014-10-07
26989,2907,2014-12-19,Pastry,2907_2014-12-19
26990,3784,2014-04-30,Waffles,3784_2014-04-30
26991,4770,2014-05-15,Pastry,4770_2014-05-15
26992,3287,2014-05-13,Other Vegetables,3287_2014-05-13
26993,4003,2014-11-14,Processed Cheese,4003_2014-11-14
26994,1723,2014-07-21,Newspapers,1723_2014-07-21
26995,3832,2014-03-23,Pasta,3832_2014-03-23
26996,3758,2014-01-02,Domestic Eggs,3758_2014-01-02
26997,3881,2014-06-04,Waffles,3881_2014-06-04
26998,3596,2014-01-21,Rolls/Buns,3596_2014-01-21
26999,4765,2014-01-08,Spread Cheese,4765_2014-01-08
27000,4304,2014-07-18,White Bread,4304_2014-07-18
27001,2065,2014-11-28,Whipped/Sour Cream,2065_2014-11-28
27002,1935,2014-04-24,Sweet Spreads,1935_2014-04-24
27003,1764,2014-09-20,Ketchup,1764_2014-09-20
27004,3565,2014-04-15,Curd,3565_2014-04-15
27005,3559,2014-07-17,Other Vegetables,3559_2014-07-17
27006,2499,2014-07-20,Napkins,2499_2014-07-20
27007,1474,2014-08-13,Whole Milk,1474_2014-08-13
27008,2289,2014-02-05,Shopping Bags,2289_2014-02-05
27009,1522,2014-01-07,Waffles,1522_2014-01-07
27010,1887,2014-07-08,Yogurt,1887_2014-07-08
27011,3109,2014-03-25,Coffee,3109_2014-03-25
27012,3998,2014-09-10,Canned Fish,3998_2014-09-10
27013,3181,2014-05-08,Beverages,3181_2014-05-08
27014,1813,2014-12-01,Chocolate,1813_2014-12-01
27015,3171,2014-10-17,Specialty Chocolate,3171_2014-10-17
27016,4944,2014-01-20,Salty Snack,4944_2014-01-20
27017,4710,2014-02-17,Salty Snack,4710_2014-02-17
27018,2104,2014-07-02,Domestic Eggs,2104_2014-07-02
27019,1743,2014-12-01,Whipped/Sour Cream,1743_2014-12-01
27020,2949,2014-06-01,Other Vegetables,2949_2014-06-01
27021,4416,2014-10-02,Yogurt,4416_2014-10-02
27022,2000,2014-07-04,Bottled Beer,2000_2014-07-04
27023,4114,2014-03-27,Yogurt,4114_2014-03-27
27024,1435,2014-02-06,Baking Powder,1435_2014-02-06
27025,3841,2014-07-29,Butter,3841_2014-07-29
27026,3323,2014-03-06,Fruit/Vegetable Juice,3323_2014-03-06
27027,1184,2014-06-24,Whole Milk,1184_2014-06-24
27028,3378,2014-03-13,Bottled Water,3378_2014-03-13
27029,1561,2014-10-17,Onions,1561_2014-10-17
27030,2817,2014-09-25,Soda,2817_2014-09-25
27031,4272,2014-11-25,Specialty Chocolate,4272_2014-11-25
27032,4376,2014-05-25,Whipped/Sour Cream,4376_2014-05-25
27033,3867,2014-07-24,Domestic Eggs,3867_2014-07-24
27034,1702,2014-01-12,Pip Fruit,1702_2014-01-12
27035,2381,2014-04-27,Processed Cheese,2381_2014-04-27
27037,2868,2014-04-22,Other Vegetables,2868_2014-04-22
27038,4531,2014-05-12,Cat Food,4531_2014-05-12
27039,1370,2014-09-09,Yogurt,1370_2014-09-09
27040,1102,2014-09-30,Beverages,1102_2014-09-30
27041,2473,2014-11-09,Hard Cheese,2473_2014-11-09
27042,2266,2014-08-30,Brown Bread,2266_2014-08-30
27043,1655,2014-11-04,White Wine,1655_2014-11-04
27044,2649,2014-08-02,Shopping Bags,2649_2014-08-02
27045,1740,2014-02-21,Soda,1740_2014-02-21
27046,4617,2014-11-18,Bottled Water,4617_2014-11-18
27047,2921,2014-03-04,Bottled Water,2921_2014-03-04
27048,2533,2014-12-23,Yogurt,2533_2014-12-23
27049,3168,2014-03-26,Tropical Fruit,3168_2014-03-26
27050,2993,2014-10-23,Domestic Eggs,2993_2014-10-23
27051,4292,2014-04-06,Salt,4292_2014-04-06
27052,1674,2014-06-30,Ice Cream,1674_2014-06-30
27054,1062,2014-11-07,Whipped/Sour Cream,1062_2014-11-07
27055,1015,2014-06-28,Rolls/Buns,1015_2014-06-28
27056,4149,2014-02-11,Ice Cream,4149_2014-02-11
27057,3476,2014-02-05,Rolls/Buns,3476_2014-02-05
27058,4786,2014-07-13,Seasonal Products,4786_2014-07-13
27059,2054,2014-08-06,Liquor (Appetizer),2054_2014-08-06
27060,2518,2014-12-06,Cream Cheese ,2518_2014-12-06
27061,4771,2014-12-26,Chewing Gum,4771_2014-12-26
27062,4666,2014-09-27,Other Vegetables,4666_2014-09-27
27063,4513,2014-01-30,Soft Cheese,4513_2014-01-30
27064,1225,2014-11-29,Soda,1225_2014-11-29
27065,3496,2014-08-11,Salt,3496_2014-08-11
27066,1720,2014-09-13,Vinegar,1720_2014-09-13
27067,4091,2014-03-31,Cat Food,4091_2014-03-31
27068,3477,2014-07-17,Bottled Water,3477_2014-07-17
27069,3227,2014-08-20,Shopping Bags,3227_2014-08-20
27070,2123,2014-06-06,Long Life Bakery Product,2123_2014-06-06
27071,4837,2014-12-17,Cat Food,4837_2014-12-17
27072,4316,2014-08-31,Detergent,4316_2014-08-31
27073,3263,2014-06-30,Sugar,3263_2014-06-30
27074,3421,2014-06-13,Pastry,3421_2014-06-13
27075,4819,2014-04-23,Domestic Eggs,4819_2014-04-23
27076,1294,2014-10-07,Butter Milk,1294_2014-10-07
27077,1309,2014-05-06,Pickled Vegetables,1309_2014-05-06
27078,2589,2014-06-07,Bottled Water,2589_2014-06-07
27079,1234,2014-04-14,Shopping Bags,1234_2014-04-14
27080,2685,2014-04-12,Fruit/Vegetable Juice,2685_2014-04-12
27081,1395,2014-11-24,Butter,1395_2014-11-24
27082,2480,2014-03-01,Salty Snack,2480_2014-03-01
27083,4303,2014-01-17,Shopping Bags,4303_2014-01-17
27084,3915,2014-09-24,Shopping Bags,3915_2014-09-24
27085,3646,2014-05-12,Dessert,3646_2014-05-12
27086,2443,2014-05-22,White Wine,2443_2014-05-22
27087,4616,2014-10-16,Hard Cheese,4616_2014-10-16
27088,2325,2014-05-06,Specialty Chocolate,2325_2014-05-06
27089,1660,2014-06-15,Sliced Cheese,1660_2014-06-15
27090,3982,2014-11-22,Brown Bread,3982_2014-11-22
27091,3181,2014-10-07,Salty Snack,3181_2014-10-07
27092,3251,2014-10-20,Shopping Bags,3251_2014-10-20
27093,4846,2014-10-28,Salty Snack,4846_2014-10-28
27094,4511,2014-08-18,Cream Cheese ,4511_2014-08-18
27095,1689,2014-09-19,Pastry,1689_2014-09-19
27096,3789,2014-03-10,Soda,3789_2014-03-10
27097,2737,2014-12-26,Shopping Bags,2737_2014-12-26
27098,1374,2014-09-01,Bottled Water,1374_2014-09-01
27099,3948,2014-02-20,Shopping Bags,3948_2014-02-20
27100,4544,2014-05-15,Sugar,4544_2014-05-15
27101,2758,2014-06-30,Yogurt,2758_2014-06-30
27102,1659,2014-07-05,Yogurt,1659_2014-07-05
27103,4988,2014-12-13,Frozen Vegetables,4988_2014-12-13
27104,4073,2014-04-26,Misc. Beverages,4073_2014-04-26
27105,1212,2014-05-25,Domestic Eggs,1212_2014-05-25
27106,3657,2014-05-29,Rolls/Buns,3657_2014-05-29
27108,4251,2014-07-02,Whole Milk,4251_2014-07-02
27109,1100,2014-02-20,Pasta,1100_2014-02-20
27110,1410,2014-05-23,Condensed Milk,1410_2014-05-23
27111,3871,2014-08-16,Margarine,3871_2014-08-16
27112,1756,2014-09-22,Skin Care,1756_2014-09-22
27113,4780,2014-08-16,Yogurt,4780_2014-08-16
27114,4435,2014-01-27,Flour,4435_2014-01-27
27115,3212,2014-04-09,Soda,3212_2014-04-09
27116,2871,2014-05-03,Dessert,2871_2014-05-03
27117,2645,2014-10-23,Bottled Water,2645_2014-10-23
27119,2349,2014-10-12,Dishes,2349_2014-10-12
27120,3247,2014-09-03,Candy,3247_2014-09-03
27121,1202,2014-04-21,Oil,1202_2014-04-21
27122,1512,2014-04-29,Fruit/Vegetable Juice,1512_2014-04-29
27123,3294,2014-03-01,Other Vegetables,3294_2014-03-01
27124,3142,2014-02-12,Whole Milk,3142_2014-02-12
27125,4632,2014-09-18,Soda,4632_2014-09-18
27126,3411,2014-11-30,Margarine,3411_2014-11-30
27127,1200,2014-02-27,Detergent,1200_2014-02-27
27128,1107,2014-09-26,Rolls/Buns,1107_2014-09-26
27129,4070,2014-03-08,Soft Cheese,4070_2014-03-08
27130,3901,2014-11-30,Coffee,3901_2014-11-30
27131,3615,2014-06-13,Whole Milk,3615_2014-06-13
27132,3857,2014-12-30,Other Vegetables,3857_2014-12-30
27133,3142,2014-09-01,Cream Cheese ,3142_2014-09-01
27134,2011,2014-05-18,Soda,2011_2014-05-18
27135,3414,2014-04-02,Cream Cheese ,3414_2014-04-02
27136,3013,2014-03-25,Rice,3013_2014-03-25
27137,3053,2014-12-13,Other Vegetables,3053_2014-12-13
27138,2270,2014-12-18,Domestic Eggs,2270_2014-12-18
27139,3844,2014-09-25,Coffee,3844_2014-09-25
27140,1578,2014-11-29,Newspapers,1578_2014-11-29
27141,1364,2014-08-11,Bottled Water,1364_2014-08-11
27142,4902,2014-11-21,Rolls/Buns,4902_2014-11-21
27143,2696,2014-12-23,Seasonal Products,2696_2014-12-23
27144,1449,2014-07-18,Other Vegetables,1449_2014-07-18
27145,3277,2014-08-30,Beef,3277_2014-08-30
27146,1719,2014-11-14,Bottled Water,1719_2014-11-14
27147,3111,2014-10-30,Grapes,3111_2014-10-30
27148,4135,2014-02-22,Spices,4135_2014-02-22
27149,2261,2014-01-21,Oil,2261_2014-01-21
27150,3835,2014-10-15,Bottled Beer,3835_2014-10-15
27151,4379,2014-08-26,Salty Snack,4379_2014-08-26
27152,4284,2014-10-06,Soups,4284_2014-10-06
27153,2815,2014-09-23,Butter,2815_2014-09-23
27154,4394,2014-02-14,Berries,4394_2014-02-14
27155,1400,2014-10-11,Fruit/Vegetable Juice,1400_2014-10-11
27156,2964,2014-10-03,Male Cosmetics,2964_2014-10-03
27157,2457,2014-07-09,Frozen Fish,2457_2014-07-09
27158,3725,2014-03-08,Uht-Milk,3725_2014-03-08
27159,2041,2014-06-19,Yogurt,2041_2014-06-19
27160,1259,2014-06-10,Coffee,1259_2014-06-10
27161,1235,2014-10-04,Other Vegetables,1235_2014-10-04
27162,4820,2014-07-02,Male Cosmetics,4820_2014-07-02
27163,4690,2014-12-20,Condensed Milk,4690_2014-12-20
27164,4308,2014-11-29,Sliced Cheese,4308_2014-11-29
27165,2944,2014-07-31,Specialty Fat,2944_2014-07-31
27166,4809,2014-06-21,Soda,4809_2014-06-21
27167,2803,2014-03-04,Rubbing Alcohol,2803_2014-03-04
27168,2925,2014-11-24,Flour,2925_2014-11-24
27169,4329,2014-04-06,Butter Milk,4329_2014-04-06
27170,2811,2014-06-20,Frozen Vegetables,2811_2014-06-20
27171,1527,2014-01-29,Domestic Eggs,1527_2014-01-29
27172,2909,2014-09-06,Ice Cream,2909_2014-09-06
27173,2045,2014-04-11,Whole Milk,2045_2014-04-11
27174,2170,2014-02-24,Root Vegetables,2170_2014-02-24
27175,3962,2014-11-15,Butter,3962_2014-11-15
27177,1425,2014-02-06,Root Vegetables,1425_2014-02-06
27178,2692,2014-10-04,Sugar,2692_2014-10-04
27179,4893,2014-06-27,Whipped/Sour Cream,4893_2014-06-27
27180,1528,2014-02-01,Tropical Fruit,1528_2014-02-01
27181,2587,2014-10-29,Margarine,2587_2014-10-29
27182,4065,2014-01-13,Pastry,4065_2014-01-13
27183,1616,2014-11-07,Pastry,1616_2014-11-07
27184,1476,2014-01-16,Coffee,1476_2014-01-16
27185,3133,2014-07-12,Margarine,3133_2014-07-12
27186,4770,2014-02-22,Fruit/Vegetable Juice,4770_2014-02-22
27187,4725,2014-12-19,Shopping Bags,4725_2014-12-19
27188,3293,2014-10-17,Soda,3293_2014-10-17
27189,3244,2014-06-21,Root Vegetables,3244_2014-06-21
27190,4941,2014-09-09,Soda,4941_2014-09-09
27191,4840,2014-08-27,Long Life Bakery Product,4840_2014-08-27
27192,3439,2014-05-14,Liquor (Appetizer),3439_2014-05-14
27193,4609,2014-05-01,Spices,4609_2014-05-01
27194,3818,2014-03-11,Whole Milk,3818_2014-03-11
27195,1001,2014-12-12,Soda,1001_2014-12-12
27196,4523,2014-07-11,Red/Blush Wine,4523_2014-07-11
27197,2349,2014-05-28,Whole Milk,2349_2014-05-28
27198,2026,2014-01-07,Margarine,2026_2014-01-07
27199,3587,2014-08-03,Shopping Bags,3587_2014-08-03
27200,3959,2014-07-05,Whipped/Sour Cream,3959_2014-07-05
27201,2901,2014-08-09,Curd,2901_2014-08-09
27202,2689,2014-04-19,Brown Bread,2689_2014-04-19
27203,1844,2014-04-27,Pastry,1844_2014-04-27
27204,3629,2014-07-05,Cream Cheese ,3629_2014-07-05
27205,4991,2014-08-28,Other Vegetables,4991_2014-08-28
27206,1003,2014-10-15,Detergent,1003_2014-10-15
27207,4455,2014-06-18,Canned Fish,4455_2014-06-18
27208,2662,2014-12-05,Artif. Sweetener,2662_2014-12-05
27209,2948,2014-07-20,Shopping Bags,2948_2014-07-20
27210,4281,2014-08-14,Hard Cheese,4281_2014-08-14
27211,1880,2014-09-17,Red/Blush Wine,1880_2014-09-17
27212,4858,2014-08-17,Whole Milk,4858_2014-08-17
27213,2907,2014-03-25,Fruit/Vegetable Juice,2907_2014-03-25
27214,2339,2014-01-28,Chocolate,2339_2014-01-28
27215,3479,2014-06-06,Pip Fruit,3479_2014-06-06
27216,2562,2014-11-14,Root Vegetables,2562_2014-11-14
27217,3204,2014-05-29,Yogurt,3204_2014-05-29
27218,3200,2014-10-27,Oil,3200_2014-10-27
27219,4950,2014-04-20,Shopping Bags,4950_2014-04-20
27220,1279,2014-02-13,Butter,1279_2014-02-13
27221,2245,2014-02-19,Canned Beer,2245_2014-02-19
27222,1856,2014-04-26,Whole Milk,1856_2014-04-26
27223,1966,2014-10-23,White Bread,1966_2014-10-23
27224,1714,2014-01-22,Zwieback,1714_2014-01-22
27225,2133,2014-12-04,Curd,2133_2014-12-04
27226,1147,2014-03-04,Detergent,1147_2014-03-04
27227,4991,2014-01-20,Hygiene Articles,4991_2014-01-20
27228,2850,2014-01-18,Uht-Milk,2850_2014-01-18
27229,4159,2014-07-11,Cat Food,4159_2014-07-11
27230,1902,2014-12-14,Whipped/Sour Cream,1902_2014-12-14
27231,4675,2014-07-09,Specialty Fat,4675_2014-07-09
27232,4544,2014-10-29,Cake Bar,4544_2014-10-29
27233,4715,2014-12-10,Snack Products,4715_2014-12-10
27234,2020,2014-02-01,Fruit/Vegetable Juice,2020_2014-02-01
27235,3814,2014-01-05,Red/Blush Wine,3814_2014-01-05
27236,3351,2014-06-13,Bottled Beer,3351_2014-06-13
27237,1721,2014-03-07,Soda,1721_2014-03-07
27238,4365,2014-01-23,Uht-Milk,4365_2014-01-23
27239,3724,2014-07-05,White Wine,3724_2014-07-05
27240,3160,2014-11-13,Yogurt,3160_2014-11-13
27241,3786,2014-04-02,Pastry,3786_2014-04-02
27242,1204,2014-01-12,Chocolate,1204_2014-01-12
27243,1240,2014-07-15,Hard Cheese,1240_2014-07-15
27244,2504,2014-02-10,Butter,2504_2014-02-10
27245,4897,2014-06-13,Rolls/Buns,4897_2014-06-13
27246,3491,2014-12-11,Whole Milk,3491_2014-12-11
27247,3046,2014-08-22,Frozen Vegetables,3046_2014-08-22
27248,4820,2014-04-23,Long Life Bakery Product,4820_2014-04-23
27249,4898,2014-04-03,Long Life Bakery Product,4898_2014-04-03
27250,2919,2014-01-14,Curd,2919_2014-01-14
27251,1354,2014-05-04,Hard Cheese,1354_2014-05-04
27252,4424,2014-08-31,Herbs,4424_2014-08-31
27253,1320,2014-07-19,Bottled Beer,1320_2014-07-19
27254,4422,2014-10-19,Bottled Water,4422_2014-10-19
27255,3533,2014-08-22,Other Vegetables,3533_2014-08-22
27256,3721,2014-12-10,Bottled Beer,3721_2014-12-10
27257,3107,2014-01-02,Whole Milk,3107_2014-01-02
27258,4908,2014-11-13,Kitchen Towels,4908_2014-11-13
27259,1684,2014-02-26,White Bread,1684_2014-02-26
27260,3452,2014-12-23,Rolls/Buns,3452_2014-12-23
27261,4052,2014-05-17,Specialty Vegetables,4052_2014-05-17
27262,1520,2014-04-30,Berries,1520_2014-04-30
27263,2063,2014-05-26,Other Vegetables,2063_2014-05-26
27264,2353,2014-11-14,Coffee,2353_2014-11-14
27265,3450,2014-05-20,Pastry,3450_2014-05-20
27266,4056,2014-10-03,Domestic Eggs,4056_2014-10-03
27267,4865,2014-05-20,Whipped/Sour Cream,4865_2014-05-20
27268,1395,2014-05-20,Shopping Bags,1395_2014-05-20
27269,2325,2014-02-27,Pastry,2325_2014-02-27
27270,4887,2014-01-02,Soap,4887_2014-01-02
27271,3356,2014-09-30,Fruit/Vegetable Juice,3356_2014-09-30
27272,3827,2014-09-11,Soda,3827_2014-09-11
27273,1546,2014-04-02,Canned Fish,1546_2014-04-02
27274,1327,2014-12-04,Sugar,1327_2014-12-04
27276,4937,2014-06-22,Fruit/Vegetable Juice,4937_2014-06-22
27277,3817,2014-11-24,Frozen Meals,3817_2014-11-24
27278,4314,2014-01-27,Whole Milk,4314_2014-01-27
27279,4146,2014-01-03,Root Vegetables,4146_2014-01-03
27280,4749,2014-09-11,Dessert,4749_2014-09-11
27281,3222,2014-01-16,Sliced Cheese,3222_2014-01-16
27282,1937,2014-03-07,Spread Cheese,1937_2014-03-07
27283,1440,2014-01-01,Yogurt,1440_2014-01-01
27284,1682,2014-07-05,Dessert,1682_2014-07-05
27285,1421,2014-08-30,Soda,1421_2014-08-30
27286,2774,2014-03-26,Shopping Bags,2774_2014-03-26
27287,2009,2014-12-11,Prosecco,2009_2014-12-11
27288,1366,2014-02-19,Brown Bread,1366_2014-02-19
27289,1432,2014-03-12,Bottled Beer,1432_2014-03-12
27290,2758,2014-10-24,Other Vegetables,2758_2014-10-24
27291,1209,2014-03-05,Shopping Bags,1209_2014-03-05
27292,3695,2014-10-12,Rolls/Buns,3695_2014-10-12
27293,1353,2014-09-12,Baking Powder,1353_2014-09-12
27294,4351,2014-11-26,Rolls/Buns,4351_2014-11-26
27295,4277,2014-08-03,Butter,4277_2014-08-03
27296,4532,2014-11-13,Fruit/Vegetable Juice,4532_2014-11-13
27297,4281,2014-03-09,Hard Cheese,4281_2014-03-09
27298,2025,2014-11-13,Bottled Beer,2025_2014-11-13
27299,1708,2014-07-09,Whole Milk,1708_2014-07-09
27300,3153,2014-06-21,Whipped/Sour Cream,3153_2014-06-21
27301,4584,2014-04-22,Bottled Beer,4584_2014-04-22
27302,3948,2014-04-10,Whole Milk,3948_2014-04-10
27303,4082,2014-08-03,Pip Fruit,4082_2014-08-03
27304,1169,2014-01-15,Rolls/Buns,1169_2014-01-15
27305,1220,2014-11-16,Pasta,1220_2014-11-16
27306,1438,2014-05-18,Coffee,1438_2014-05-18
27307,2071,2014-07-31,Butter,2071_2014-07-31
27308,4802,2014-08-10,Cooking Chocolate,4802_2014-08-10
27309,2868,2014-06-15,Pickled Vegetables,2868_2014-06-15
27310,2390,2014-11-28,Other Vegetables,2390_2014-11-28
27311,3649,2014-09-23,Pip Fruit,3649_2014-09-23
27312,1834,2014-12-21,Baking Powder,1834_2014-12-21
27313,1578,2014-03-26,Beverages,1578_2014-03-26
